               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  54,            0.036901,            0.011346,            0.063902,             0.38323,             0.25134,             0.24268,             0.13227,            0.027679,            0.006772,             0.04761,            0.008251,            0.008251,            0.008251
                  55,            0.034449,            0.012165,             0.06272,             0.31434,              0.3032,             0.21157,             0.11225,            0.028589,           0.0076408,            0.047527,            0.008218,            0.008218,            0.008218
                  56,            0.036137,            0.011342,            0.062331,             0.30502,             0.28146,             0.23469,             0.11042,            0.028584,           0.0069256,             0.04716,            0.008185,            0.008185,            0.008185
                  57,            0.038668,            0.010683,            0.068644,             0.49223,             0.20082,              0.2285,             0.10279,            0.034278,           0.0082769,            0.048236,            0.008152,            0.008152,            0.008152
                  58,            0.038912,            0.011039,            0.068582,             0.44178,             0.31528,             0.22069,             0.10454,            0.028787,           0.0078011,             0.04761,            0.008119,            0.008119,            0.008119
                  59,            0.036103,            0.012037,             0.06939,             0.51906,             0.24639,             0.19893,            0.089071,            0.026971,           0.0090847,            0.049313,            0.008086,            0.008086,            0.008086
                  60,            0.037135,            0.011077,            0.066747,             0.52384,              0.1739,             0.17931,            0.084606,            0.030925,           0.0087242,            0.049265,            0.008053,            0.008053,            0.008053
                  61,            0.041505,            0.011044,            0.064791,             0.37508,             0.33902,             0.26405,             0.13627,            0.027157,           0.0071201,            0.048047,             0.00802,             0.00802,             0.00802
                  62,            0.043618,            0.010844,             0.06406,             0.30363,             0.43141,             0.30985,              0.1637,            0.022382,           0.0069942,            0.047172,            0.007987,            0.007987,            0.007987
                  63,              0.0405,             0.01168,            0.067414,             0.40634,             0.30117,              0.2707,             0.15078,            0.022202,           0.0067558,            0.047976,            0.007954,            0.007954,            0.007954
                  64,            0.037933,            0.010609,            0.062108,             0.40123,             0.35352,             0.30606,             0.15838,            0.022311,            0.006217,            0.047409,            0.007921,            0.007921,            0.007921
                  65,            0.033469,           0.0098738,            0.058818,             0.43462,             0.37308,             0.28473,             0.13811,            0.024231,           0.0069466,            0.049762,            0.007888,            0.007888,            0.007888
                  66,             0.04025,            0.010945,            0.064352,             0.39876,             0.36156,             0.34023,             0.17286,            0.025554,           0.0059538,            0.046947,            0.007855,            0.007855,            0.007855
                  67,            0.040298,            0.011568,            0.064379,             0.43965,             0.26481,             0.26726,             0.14794,            0.022983,           0.0075874,             0.04651,            0.007822,            0.007822,            0.007822
