               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 102,            0.032066,            0.010478,            0.051884,             0.32095,             0.53576,               0.449,             0.25219,            0.021296,           0.0060063,            0.044958,           0.0075003,           0.0075003,           0.0075003
                 103,            0.038467,            0.010932,             0.05613,             0.31689,             0.49228,             0.46097,             0.25225,            0.022419,           0.0058334,            0.044668,           0.0074755,           0.0074755,           0.0074755
                 104,            0.030826,            0.011018,            0.053533,             0.32885,              0.5675,             0.44154,             0.22336,             0.02352,           0.0062846,            0.042835,           0.0074507,           0.0074507,           0.0074507
                 105,             0.02903,            0.010329,            0.047503,             0.33752,             0.56942,             0.52487,             0.29088,             0.02186,           0.0053874,            0.043494,            0.007426,            0.007426,            0.007426
                 106,            0.033333,            0.010752,            0.053076,             0.26033,             0.41277,             0.34719,             0.20239,             0.02236,           0.0073342,            0.049105,           0.0074013,           0.0074013,           0.0074013
                 107,             0.03631,             0.01062,            0.057428,             0.41573,             0.43431,             0.44079,             0.24137,            0.022026,           0.0061324,            0.042888,           0.0073765,           0.0073765,           0.0073765
                 108,            0.033391,            0.010934,            0.052337,             0.46836,             0.36565,             0.40051,             0.21831,            0.024119,           0.0070371,            0.045247,           0.0073517,           0.0073517,           0.0073517
                 109,             0.03008,            0.010184,            0.047349,              0.4078,             0.48077,             0.40778,             0.23312,            0.022171,           0.0062458,            0.047189,            0.007327,            0.007327,            0.007327
                 110,            0.035432,            0.010381,            0.050384,             0.26368,             0.40313,             0.40089,             0.23554,            0.021282,           0.0069319,            0.045249,           0.0073023,           0.0073023,           0.0073023
                 111,            0.030813,           0.0097334,            0.051763,             0.44148,             0.28947,             0.32764,             0.18271,            0.025776,           0.0097742,            0.048039,           0.0072775,           0.0072775,           0.0072775
                 112,            0.030634,            0.010915,            0.049921,             0.35219,              0.4937,             0.42404,               0.223,            0.025795,           0.0075876,            0.044934,           0.0072527,           0.0072527,           0.0072527
                 113,            0.033617,           0.0099749,            0.049258,             0.44907,             0.45804,             0.45546,             0.25676,            0.023667,           0.0074158,            0.042769,            0.007228,            0.007228,            0.007228
                 114,            0.033065,            0.010241,            0.048447,             0.43265,             0.52561,             0.46868,             0.26524,            0.022312,           0.0070326,            0.043264,           0.0072033,           0.0072033,           0.0072033
                 115,            0.035085,            0.010529,            0.051187,             0.40909,              0.4369,             0.45658,             0.25386,             0.02686,           0.0076351,            0.045013,           0.0071785,           0.0071785,           0.0071785
                 116,            0.036289,            0.010249,            0.052298,             0.29982,             0.49203,             0.41941,             0.20606,            0.026499,           0.0064845,            0.046133,           0.0071538,           0.0071538,           0.0071538
                 117,            0.036843,            0.010843,            0.055245,             0.34153,             0.53139,             0.45046,             0.24666,            0.022186,           0.0057926,            0.044677,            0.007129,            0.007129,            0.007129
                 118,            0.032957,            0.010215,            0.051033,             0.36188,             0.58574,             0.45606,             0.24967,            0.022295,           0.0056459,            0.044624,           0.0071042,           0.0071042,           0.0071042
                 119,            0.036058,            0.011265,            0.052332,             0.34819,              0.5305,             0.42064,             0.22431,            0.023779,           0.0071592,            0.045579,           0.0070795,           0.0070795,           0.0070795
                 120,            0.031725,            0.010221,            0.051277,             0.32221,             0.56829,             0.42771,             0.23915,             0.02152,           0.0065426,            0.045268,           0.0070547,           0.0070547,           0.0070547
                 121,            0.030473,            0.010785,             0.04956,             0.28599,             0.57703,             0.43769,             0.25956,            0.021365,           0.0063001,            0.046733,             0.00703,             0.00703,             0.00703
                 122,            0.029753,           0.0099358,            0.048002,             0.44294,             0.40909,             0.41898,             0.19327,            0.026513,           0.0077936,            0.047566,           0.0070053,           0.0070053,           0.0070053
                 123,            0.032988,            0.010237,            0.046583,             0.35486,             0.47434,             0.47765,             0.28452,            0.019858,             0.00614,            0.042757,           0.0069805,           0.0069805,           0.0069805
                 124,            0.031923,            0.010406,            0.046867,             0.32496,              0.4481,             0.46048,             0.26644,            0.020801,           0.0064452,            0.044844,           0.0069558,           0.0069558,           0.0069558
                 125,            0.033509,            0.010086,             0.04896,             0.36919,             0.48007,             0.45025,             0.26516,            0.018856,           0.0063333,             0.04271,            0.006931,            0.006931,            0.006931
                 126,            0.029413,            0.010056,            0.045893,             0.37381,             0.44167,             0.41073,              0.2429,            0.020992,           0.0072554,            0.043523,           0.0069063,           0.0069063,           0.0069063
                 127,            0.031425,            0.010063,            0.046638,             0.36505,             0.39201,             0.38619,             0.19707,            0.023852,           0.0063633,            0.044229,           0.0068815,           0.0068815,           0.0068815
                 128,            0.030253,           0.0099934,            0.045119,             0.38007,             0.41924,              0.3798,             0.23896,            0.019613,           0.0064927,            0.045764,           0.0068568,           0.0068568,           0.0068568
                 129,            0.032977,           0.0095056,            0.043588,             0.38954,             0.39815,             0.38415,             0.23761,            0.020965,           0.0071333,            0.045215,            0.006832,            0.006832,            0.006832
                 130,            0.031784,           0.0098817,            0.044495,             0.43416,             0.39471,              0.3581,               0.219,            0.022631,           0.0085394,            0.045038,           0.0068073,           0.0068073,           0.0068073
                 131,             0.03306,           0.0098222,            0.045209,             0.46195,             0.43689,               0.409,             0.25086,            0.022398,           0.0068656,            0.047843,           0.0067825,           0.0067825,           0.0067825
                 132,            0.032969,           0.0099685,            0.049506,             0.51199,             0.42377,              0.4144,             0.24648,            0.020083,           0.0066415,             0.04911,           0.0067577,           0.0067577,           0.0067577
                 133,            0.033427,            0.010308,            0.047008,             0.44994,               0.503,             0.44155,             0.27129,            0.020885,           0.0056094,            0.048035,            0.006733,            0.006733,            0.006733
                 134,            0.033008,            0.009645,            0.043745,             0.46416,             0.42498,             0.44584,             0.27069,            0.022736,           0.0064262,            0.050773,           0.0067082,           0.0067082,           0.0067082
                 135,            0.031047,           0.0095968,            0.048397,             0.54611,              0.3551,             0.34949,             0.18721,             0.02519,           0.0091067,             0.04824,           0.0066835,           0.0066835,           0.0066835
                 136,            0.028928,           0.0091996,            0.043026,             0.42549,             0.61778,              0.5121,             0.31293,            0.020418,           0.0053185,            0.043965,           0.0066587,           0.0066587,           0.0066587
                 137,            0.027641,           0.0092709,            0.041618,             0.38933,             0.58521,             0.52686,             0.33501,            0.019608,           0.0053448,             0.04224,            0.006634,            0.006634,            0.006634
                 138,            0.032701,            0.010419,            0.050318,             0.38296,             0.52963,             0.53163,             0.33208,             0.01954,           0.0055296,            0.041867,           0.0066092,           0.0066092,           0.0066092
